whoregion,regioncode,iso3,year,ncc,nfp,nap,nrl,n.hospitals.national.system,n.outpatients.national.system,n.in.outpatients.national.system,n.lab.national.system,eqa.to.nrl,eqa.local.labs,type.ast.standards,hospital.providing.glass,outpatients.providing.glass,in-out.patients,num.labo.reporting.glass,num.pat.year.h,num.pat.year.o
AMR/PAHO,35,BOL,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,BOL,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,,BOL,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
AMR/PAHO,35,BRA,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,BRA,2018,Established,Nominated,Functioning with no budget,Established,11,7,,7,Provided,Not provided,EUCAST/CLSI,No data,,,,,
AMR/PAHO,35,BRA,2019,Established,Nominated,Functioning with budget,Established,11,7,,11,Provided,Not provided,EUCAST/CLSI,3,0,,,48410,0
AMR/PAHO,,BRA,2020,Established,Nominated,"Yes, with budget",Established,5,6,6,,Provided,Not reported,EUCAST,5,6,6,6,,
AMR/PAHO,35,BRB,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,BRB,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,BRB,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,,BRB,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
WPR,27,BRN,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,BRN,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,BRN,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,,BRN,2020,Established,Nominated,"Yes, with budget",Established,None,None,0,,Provided,Provided to all laboratories,EUCAST/CLSI,,,0,,,
SEAR,11,BTN,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
SEAR,11,BTN,2018,Established,Nominated,Functioning with no budget,Established,3,3,,3,Provided,Provided to all laboratories,CLSI,No data,,3,,,
SEAR,11,BTN,2019,Established,Nominated,Functioning with no budget,Established,3,3,,3,Provided,Provided to all laboratories,CLSI,No data,,3,,,
SEAR,,BTN,2020,Established,Nominated,"Yes, with budget",Established,4,4,4,,Provided,Provided to all laboratories,CLSI,1,1,1,1,,
AFR,47,BWA,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,BWA,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,BWA,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,,BWA,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
AFR,47,CAF,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,CAF,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,CAF,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,,CAF,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
AMR/PAHO,35,CAN,2017,Established,Nominated,Functioning with budget,Established,65,None,,No data,Provided,Provided to some laboratories,CLSI,No data,0,,No data,,
AMR/PAHO,35,CAN,2018,Established,Nominated,Functioning with budget,Established,66,None,,76,Provided,Not provided,EUCAST/CLSI,No data,0,,,,
AMR/PAHO,35,CAN,2019,Established,Nominated,Functioning with budget,Established,70,None,,81,Provided,Provided to all laboratories,EUCAST/CLSI,19,0,,,,
AMR/PAHO,,CAN,2020,Established,Nominated,"Yes, with budget",Established,73,None,0,,Provided,Provided to all laboratories,EUCAST/CLSI,70,0,0,81,,
EUR,54,CHE,2017,Established,Nominated,Functioning with budget,Established,No data,No data,,20,Provided,Not provided,EUCAST/CLSI,No data,,,20,,
EUR,54,CHE,2018,Established,Nominated,Functioning with budget,Established,140,109,,25,Not reported,Not provided,EUCAST/CLSI,132,109,,,87357,116402
EUR,54,CHE,2019,Established,Nominated,Functioning with budget,Established,No data,No data,,30,Not reported,Not provided,EUCAST,No data,,,30,,
EUR,,CHE,2020,Established,Nominated,"Yes, with budget",Established,None,None,157,,Provided,Not reported,EUCAST,0,0,157,33,,
AMR/PAHO,35,CHL,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,CHL,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,CHL,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,,CHL,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
WPR,27,CHN,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,CHN,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,CHN,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,,CHN,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
AFR,47,CIV,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,CIV,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,CIV,2019,Established,Nominated,No data,Established,18,None,,18,Not reported,Not provided,Not reported,None,0,,,,
AFR,,CIV,2020,Established,Nominated,"Yes, with budget",Established,29,10,13,,Provided,Provided to all laboratories,EUCAST,29,10,23,39,,
AFR,47,CMR,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,CMR,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,CMR,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,,CMR,2020,Not reported,Nominated,Not reported,Not reported,Not reported,Not reported,,,Not reported,Not reported,Not reported,Not reported,Not reported,,,,
AFR,47,COD,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,COD,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,COD,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,,COD,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
AFR,47,COG,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,COG,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,COG,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,,COG,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
WPR,27,COK,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,COK,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,27,COK,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
WPR,,COK,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
AMR/PAHO,35,COL,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,COL,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,35,COL,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AMR/PAHO,,COL,2020,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not Enrolled,Not Enrolled,,,,
AFR,47,COM,2017,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,COM,2018,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
AFR,47,COM,2019,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS,Not enrolled in GLASS
